Timestamp,Relative Time (s),pH Value,pH Temperature (C),Conductivity Value,Conductivity Temperature (C)
2024-10-30 17:28:51,282.26665,7.543,19.3,0.00,19.3
2024-10-30 17:29:01,292.27026,7.542,19.3,0.00,19.3
2024-10-30 17:29:11,302.28664,7.546,19.3,0.00,19.3
2024-10-30 17:29:20,311.17214,7.551,19.3,0.00,19.3
2024-10-30 17:29:31,322.30436,7.552,19.3,0.00,19.3
2024-10-30 17:29:41,332.30816,7.552,19.3,0.00,19.3
2024-10-30 17:29:51,342.30561,7.550,19.3,0.00,19.3
2024-10-30 17:30:01,352.31568,7.549,19.3,0.00,19.3
2024-10-30 17:30:11,362.33441,7.548,19.3,0.00,19.3
2024-10-30 17:30:21,372.33218,7.547,19.3,0.00,19.3
2024-10-30 17:30:41,392.36956,7.545,19.3,0.00,19.3
2024-10-30 17:30:50,401.25566,7.543,19.3,0.00,19.3
2024-10-30 17:31:11,422.38812,7.541,19.3,0.00,19.3
2024-10-30 17:31:31,442.39562,7.539,19.3,0.00,19.3
2024-10-30 17:31:41,452.39924,7.537,19.3,0.00,19.3
2024-10-30 17:31:51,462.40812,7.536,19.3,0.00,19.3
2024-10-30 17:32:01,472.41116,7.535,19.3,0.00,19.3
2024-10-30 17:32:11,482.41012,7.533,19.3,0.00,19.3
2024-10-30 17:32:21,492.42811,7.533,19.3,0.00,19.3
2024-10-30 17:32:31,502.44441,7.532,19.3,0.00,19.3
2024-10-30 17:32:40,511.32323,7.530,19.3,0.00,19.3
2024-10-30 17:32:51,522.46226,7.529,19.3,0.00,19.3
2024-10-30 17:33:01,532.46561,7.528,19.3,0.00,19.3
2024-10-30 17:33:11,542.4691,7.527,19.3,0.00,19.3
2024-10-30 17:33:21,552.47698,7.526,19.3,0.00,19.3
2024-10-30 17:33:31,562.48561,7.524,19.3,0.00,19.3
2024-10-30 17:33:40,571.3834,7.524,19.3,0.00,19.3
2024-10-30 17:33:51,582.49435,7.522,19.3,0.00,19.3
2024-10-30 17:34:01,592.51011,7.522,19.3,0.00,19.3
2024-10-30 17:34:11,602.52214,7.521,19.3,0.00,19.3
2024-10-30 17:34:21,612.5211,7.520,19.3,0.00,19.3
2024-10-30 17:34:31,622.5268,7.519,19.3,0.00,19.3
2024-10-30 17:34:41,632.52813,7.518,19.3,0.00,19.3
2024-10-30 17:34:51,642.53043,7.517,19.3,0.00,19.3
2024-10-30 17:35:01,652.53009,7.516,19.3,0.00,19.3
2024-10-30 17:35:21,672.55226,7.515,19.3,0.00,19.3
2024-10-30 17:35:31,682.56699,7.524,19.3,0.00,19.3
2024-10-30 17:35:41,692.57643,7.534,19.3,0.00,19.3
2024-10-30 17:35:51,702.57911,7.537,19.3,0.00,19.3
2024-10-30 17:36:01,712.58567,7.537,19.3,0.00,19.3
2024-10-30 17:36:11,722.5981,7.537,19.3,0.00,19.3
2024-10-30 17:36:21,732.60989,7.535,19.3,0.00,19.3
2024-10-30 17:36:31,742.61452,7.535,19.3,0.00,19.3
2024-10-30 17:36:41,752.6191,7.534,19.3,0.00,19.3
2024-10-30 17:36:51,762.61564,7.534,19.3,0.00,19.3
2024-10-30 17:37:01,772.62225,7.533,19.3,0.00,19.3
2024-10-30 17:37:11,782.62816,7.532,19.3,0.00,19.3
2024-10-30 17:37:20,791.52678,7.531,19.3,0.00,19.3
2024-10-30 17:37:31,802.64999,7.530,19.3,0.00,19.3
2024-10-30 17:37:41,812.65566,7.530,19.3,0.00,19.3
2024-10-30 17:37:51,822.65565,7.528,19.3,0.00,19.3
2024-10-30 17:38:00,831.54969,7.528,19.3,0.00,19.3
2024-10-30 17:38:11,842.67658,7.527,19.3,0.00,19.3
2024-10-30 17:38:21,852.69336,7.526,19.3,0.00,19.3
2024-10-30 17:38:31,862.69227,7.526,19.3,0.00,19.3
2024-10-30 17:38:41,872.70431,7.524,19.3,0.00,19.3
2024-10-30 17:38:51,882.71009,7.524,19.3,0.00,19.3
2024-10-30 17:39:01,892.72337,7.531,19.3,0.00,19.3
2024-10-30 17:39:11,902.73662,7.545,19.2,0.00,19.2
2024-10-30 17:39:21,912.73434,7.547,19.2,0.00,19.2
2024-10-30 17:39:30,921.63106,7.548,19.2,0.00,19.2
2024-10-30 17:39:41,932.75432,7.548,19.2,0.00,19.2
2024-10-30 17:39:51,942.75906,7.547,19.3,0.00,19.3
2024-10-30 17:40:01,952.77014,7.547,19.3,0.00,19.3
2024-10-30 17:40:11,962.78039,7.547,19.3,0.00,19.3
2024-10-30 17:40:21,972.78529,7.545,19.3,0.00,19.3
2024-10-30 17:40:31,982.78912,7.545,19.3,0.00,19.3
2024-10-30 17:40:41,992.79333,7.545,19.3,0.00,19.3
2024-10-30 17:40:51,1002.81206,7.543,19.3,0.00,19.3
2024-10-30 17:41:01,1012.82205,7.543,19.3,0.00,19.3
2024-10-30 17:41:21,1032.8385,7.541,19.3,0.00,19.3
2024-10-30 17:41:31,1042.851,7.541,19.3,0.00,19.3
2024-10-30 17:41:41,1052.86215,7.540,19.3,0.00,19.3
2024-10-30 17:41:50,1061.75553,7.539,19.3,0.00,19.3
2024-10-30 17:42:01,1072.88103,7.539,19.3,0.00,19.3
2024-10-30 17:42:12,1082.89903,7.537,19.3,0.00,19.3
2024-10-30 17:42:20,1091.76812,7.537,19.3,0.00,19.3
2024-10-30 17:42:32,1102.90431,7.537,19.3,0.00,19.3
2024-10-30 17:42:42,1112.90806,7.546,19.3,0.00,19.3
2024-10-30 17:42:52,1122.92351,7.561,19.3,0.00,19.3
2024-10-30 17:43:02,1132.92637,7.566,19.3,0.00,19.3
2024-10-30 17:43:12,1142.92901,7.568,19.3,0.00,19.3
2024-10-30 17:43:22,1152.93556,7.569,19.3,0.00,19.3
2024-10-30 17:43:32,1162.95782,7.568,19.3,0.00,19.3
2024-10-30 17:43:42,1172.96003,7.567,19.3,0.00,19.3
2024-10-30 17:43:52,1182.9634,7.567,19.3,0.00,19.3
2024-10-30 17:44:02,1192.97327,7.567,19.3,0.00,19.3
2024-10-30 17:44:12,1202.98329,7.565,19.3,0.00,19.3
2024-10-30 17:44:22,1212.99102,7.565,19.3,0.00,19.3
2024-10-30 17:44:30,1221.87687,7.565,19.3,0.00,19.3
2024-10-30 17:44:52,1242.99802,7.563,19.3,0.00,19.3
2024-10-30 17:45:02,1253.01326,7.563,19.3,0.00,19.3
2024-10-30 17:45:12,1263.01171,7.561,19.3,0.00,19.3
2024-10-30 17:45:22,1273.02326,7.561,19.3,0.00,19.3
2024-10-30 17:45:32,1283.03338,7.561,19.3,0.00,19.3
2024-10-30 17:45:42,1293.03445,7.560,19.3,0.00,19.3
2024-10-30 17:45:52,1303.03705,7.560,19.3,0.00,19.3
2024-10-30 17:46:02,1313.0419,7.578,19.3,0.00,19.3
2024-10-30 17:46:12,1323.05326,7.588,19.3,0.00,19.3
2024-10-30 17:46:22,1333.05866,7.592,19.3,0.00,19.3
2024-10-30 17:46:32,1343.06928,7.593,19.3,0.00,19.3
2024-10-30 17:46:42,1353.07441,7.593,19.3,0.00,19.3
2024-10-30 17:46:51,1361.96001,7.593,19.3,0.00,19.3
2024-10-30 17:47:02,1373.08213,7.593,19.3,0.00,19.3
2024-10-30 17:47:12,1383.08971,7.591,19.3,0.00,19.3
2024-10-30 17:47:21,1391.97362,7.591,19.3,0.00,19.3
2024-10-30 17:47:32,1403.09454,7.591,19.3,0.00,19.3
2024-10-30 17:47:42,1413.10326,7.590,19.3,0.00,19.3
2024-10-30 17:47:52,1423.12323,7.589,19.3,0.00,19.3
2024-10-30 17:48:02,1433.12648,7.589,19.3,0.00,19.3
2024-10-30 17:48:12,1443.13436,7.589,19.3,0.00,19.3
2024-10-30 17:48:22,1453.13662,7.587,19.3,0.00,19.3
2024-10-30 17:48:32,1463.13646,7.587,19.3,0.00,19.3
2024-10-30 17:48:42,1473.14558,7.587,19.3,0.00,19.3
2024-10-30 17:48:52,1483.15408,7.586,19.3,0.00,19.3
2024-10-30 17:49:01,1492.04645,7.587,19.3,0.00,19.3
2024-10-30 17:49:12,1503.18536,7.608,19.3,0.00,19.3
2024-10-30 17:49:22,1513.18794,7.616,19.3,0.00,19.3
2024-10-30 17:49:32,1523.20014,7.619,19.3,0.00,19.3
2024-10-30 17:49:42,1533.19804,7.620,19.3,0.00,19.3
2024-10-30 17:49:52,1543.21324,7.620,19.3,0.00,19.3
2024-10-30 17:50:02,1553.22897,7.620,19.3,0.00,19.3
2024-10-30 17:50:12,1563.24646,7.620,19.3,0.00,19.3
2024-10-30 17:50:22,1573.2488,7.620,19.3,0.00,19.3
2024-10-30 17:50:31,1582.13094,7.620,19.3,0.00,19.3
2024-10-30 17:50:52,1603.27149,7.619,19.3,0.00,19.3
2024-10-30 17:51:01,1612.15683,7.619,19.3,0.00,19.3
2024-10-30 17:51:22,1633.29101,7.617,19.3,0.00,19.3
2024-10-30 17:51:32,1643.30541,7.617,19.3,0.00,19.3
2024-10-30 17:51:41,1652.18652,7.617,19.3,0.00,19.3
2024-10-30 17:52:02,1673.32554,7.615,19.3,0.00,19.3
2024-10-30 17:52:12,1683.33793,7.616,19.3,0.00,19.3
2024-10-30 17:52:32,1703.35448,7.643,19.3,0.00,19.3
2024-10-30 17:52:42,1713.36892,7.648,19.3,0.00,19.3
2024-10-30 17:52:52,1723.3807,7.650,19.3,0.00,19.3
2024-10-30 17:53:02,1733.39322,7.652,19.3,0.00,19.3
2024-10-30 17:53:22,1753.40638,7.652,19.3,0.00,19.3
2024-10-30 17:53:32,1763.41844,7.652,19.3,0.00,19.3
2024-10-30 17:53:42,1773.42991,7.651,19.3,0.00,19.3
2024-10-30 17:53:51,1782.31962,7.650,19.3,0.00,19.3
2024-10-30 17:54:02,1793.44196,7.650,19.3,0.00,19.3
2024-10-30 17:54:12,1803.44548,7.650,19.3,0.00,19.3
2024-10-30 17:54:22,1813.46195,7.650,19.3,0.00,19.3
2024-10-30 17:54:32,1823.46547,7.649,19.3,0.00,19.3
2024-10-30 17:54:42,1833.47893,7.648,19.3,0.00,19.3
2024-10-30 17:54:52,1843.48892,7.648,19.3,0.00,19.3
2024-10-30 17:55:02,1853.4899,7.648,19.3,0.00,19.3
2024-10-30 17:55:12,1863.49346,7.648,19.3,0.00,19.3
2024-10-30 17:55:22,1873.51761,7.653,19.3,0.00,19.3
2024-10-30 17:55:32,1883.49619,7.668,19.2,0.00,19.2
2024-10-30 17:55:42,1893.52144,7.677,19.2,0.00,19.2
2024-10-30 17:55:52,1903.53889,7.682,19.2,0.00,19.2
2024-10-30 17:56:02,1913.53677,7.683,19.2,0.00,19.2
2024-10-30 17:56:12,1923.55319,7.685,19.2,0.00,19.2
2024-10-30 17:56:22,1933.56651,7.685,19.2,0.00,19.2
2024-10-30 17:56:32,1943.58191,7.685,19.2,0.00,19.2
2024-10-30 17:56:41,1952.46474,7.685,19.2,0.00,19.2
2024-10-30 17:56:52,1963.58986,7.685,19.2,0.00,19.2
2024-10-30 17:57:02,1973.60413,7.685,19.2,0.00,19.2
2024-10-30 17:57:22,1993.61998,7.685,19.2,0.00,19.2
2024-10-30 17:57:32,2003.63675,7.685,19.2,0.00,19.2
2024-10-30 17:57:42,2013.63413,7.684,19.2,0.00,19.2
2024-10-30 17:57:52,2023.65087,7.683,19.2,0.00,19.2
2024-10-30 17:58:02,2033.66996,7.683,19.2,0.00,19.2
2024-10-30 17:58:12,2043.67188,7.683,19.2,0.00,19.2
2024-10-30 17:58:21,2052.56136,7.683,19.2,0.00,19.2
2024-10-30 17:58:32,2063.68958,7.692,19.2,0.00,19.2
2024-10-30 17:58:42,2073.69983,7.703,19.2,0.00,19.2
2024-10-30 17:58:51,2082.58386,7.711,19.2,0.00,19.2
2024-10-30 17:59:02,2093.70632,7.716,19.2,0.00,19.2
2024-10-30 17:59:12,2103.7112,7.719,19.2,0.00,19.2
2024-10-30 17:59:22,2113.72001,7.720,19.2,0.00,19.2
2024-10-30 17:59:32,2123.72886,7.722,19.2,0.00,19.2
2024-10-30 17:59:42,2133.74625,7.722,19.2,0.00,19.2
2024-10-30 17:59:52,2143.74641,7.722,19.2,0.00,19.2
2024-10-30 18:00:02,2153.75566,7.724,19.2,0.00,19.2
2024-10-30 18:00:12,2163.77099,7.724,19.2,0.00,19.2
2024-10-30 18:00:21,2172.65414,7.724,19.2,0.00,19.2
2024-10-30 18:00:32,2183.78629,7.723,19.2,0.00,19.2
2024-10-30 18:00:42,2193.79527,7.722,19.2,0.00,19.2
2024-10-30 18:00:52,2203.81024,7.722,19.2,0.00,19.2
2024-10-30 18:01:02,2213.82078,7.722,19.2,0.00,19.2
2024-10-30 18:01:12,2223.82637,7.722,19.2,0.00,19.2
2024-10-30 18:01:22,2233.83309,7.722,19.2,0.00,19.2
2024-10-30 18:01:32,2243.84046,7.723,19.2,0.00,19.2
2024-10-30 18:01:42,2253.84317,7.731,19.3,0.00,19.3
2024-10-30 18:01:51,2262.73534,7.739,19.3,0.00,19.3
2024-10-30 18:02:02,2273.86075,7.746,19.2,0.00,19.2
2024-10-30 18:02:12,2283.87631,7.752,19.3,0.00,19.3
2024-10-30 18:02:22,2293.87777,7.755,19.3,0.00,19.3
2024-10-30 18:02:31,2302.76537,7.758,19.3,0.00,19.3
2024-10-30 18:02:43,2313.89474,7.759,19.3,0.00,19.3
2024-10-30 18:02:53,2323.90587,7.761,19.3,0.00,19.3
2024-10-30 18:03:03,2333.9201,7.761,19.3,0.00,19.3
2024-10-30 18:03:13,2343.92773,7.763,19.3,0.00,19.3
2024-10-30 18:03:23,2353.94617,7.763,19.3,0.00,19.3
2024-10-30 18:03:33,2363.9453,7.763,19.3,0.00,19.3
2024-10-30 18:03:43,2373.97129,7.763,19.3,0.00,19.3
2024-10-30 18:03:53,2383.97546,7.763,19.3,0.00,19.3
2024-10-30 18:04:01,2392.85619,7.763,19.3,0.00,19.3
2024-10-30 18:04:13,2403.99502,7.763,19.3,0.00,19.3
2024-10-30 18:04:23,2414.00174,7.763,19.3,0.00,19.3
2024-10-30 18:04:33,2424.01396,7.763,19.3,0.00,19.3
2024-10-30 18:04:43,2434.02296,7.767,19.3,0.00,19.3
2024-10-30 18:04:53,2444.03418,7.771,19.3,0.00,19.3
2024-10-30 18:05:03,2454.03949,7.775,19.3,0.00,19.3
2024-10-30 18:05:13,2464.04053,7.779,19.3,0.00,19.3
2024-10-30 18:05:23,2474.0456,7.783,19.3,0.00,19.3
2024-10-30 18:05:33,2484.04219,7.786,19.3,0.00,19.3
2024-10-30 18:05:43,2494.05702,7.789,19.3,0.00,19.3
2024-10-30 18:05:53,2504.06533,7.792,19.3,0.00,19.3
2024-10-30 18:06:03,2514.05488,7.795,19.3,0.00,19.3
2024-10-30 18:06:13,2524.07763,7.796,19.3,0.00,19.3
2024-10-30 18:06:23,2534.09066,7.798,19.3,0.00,19.3
2024-10-30 18:06:33,2544.10231,7.799,19.3,0.00,19.3
2024-10-30 18:06:43,2554.10635,7.800,19.3,0.00,19.3
2024-10-30 18:06:52,2562.98764,7.801,19.3,0.00,19.3
2024-10-30 18:07:03,2574.11536,7.801,19.3,0.00,19.3
2024-10-30 18:07:13,2584.12234,7.803,19.3,0.00,19.3
2024-10-30 18:07:23,2594.13165,7.803,19.3,0.00,19.3
2024-10-30 18:07:43,2614.14258,7.803,19.3,0.00,19.3
2024-10-30 18:07:53,2624.1571,7.805,19.3,0.00,19.3
2024-10-30 18:08:03,2634.15834,7.812,19.3,0.00,19.3
2024-10-30 18:08:13,2644.16624,7.819,19.3,0.00,19.3
2024-10-30 18:08:23,2654.17876,7.825,19.3,0.00,19.3
2024-10-30 18:08:32,2663.06524,7.831,19.3,0.00,19.3
2024-10-30 18:08:43,2674.18295,7.836,19.3,0.00,19.3
2024-10-30 18:09:03,2694.21611,7.840,19.3,0.00,19.3
2024-10-30 18:09:13,2704.22736,7.842,19.3,0.00,19.3
2024-10-30 18:09:33,2724.2566,7.845,19.3,0.00,19.3
2024-10-30 18:09:43,2734.25967,7.847,19.3,0.00,19.3
2024-10-30 18:09:53,2744.26162,7.848,19.3,0.00,19.3
2024-10-30 18:10:02,2753.15794,7.849,19.3,0.00,19.3
2024-10-30 18:10:13,2764.28297,7.849,19.3,0.00,19.3
2024-10-30 18:10:23,2774.30176,7.849,19.3,0.00,19.3
2024-10-30 18:10:33,2784.31265,7.851,19.3,0.00,19.3
2024-10-30 18:10:43,2794.31515,7.852,19.2,0.00,19.2
2024-10-30 18:10:53,2804.32289,7.856,19.2,0.00,19.2
2024-10-30 18:11:03,2814.3262,7.863,19.2,0.00,19.2
2024-10-30 18:11:13,2824.33859,7.872,19.2,0.00,19.2
2024-10-30 18:11:23,2834.33025,7.880,19.2,0.00,19.2
2024-10-30 18:11:33,2844.34757,7.887,19.2,0.00,19.2
2024-10-30 18:11:43,2854.3564,7.894,19.2,0.00,19.2
2024-10-30 18:11:53,2864.36481,7.899,19.2,0.00,19.2
2024-10-30 18:12:03,2874.37164,7.901,19.2,0.00,19.2
2024-10-30 18:12:13,2884.38394,7.903,19.2,0.00,19.2
2024-10-30 18:12:23,2894.39614,7.903,19.2,0.00,19.2
2024-10-30 18:12:33,2904.40606,7.903,19.2,0.00,19.2
2024-10-30 18:12:42,2913.28654,7.905,19.2,0.00,19.2
2024-10-30 18:12:53,2924.42958,7.905,19.2,0.00,19.2
2024-10-30 18:13:03,2934.44054,7.905,19.2,0.00,19.2
2024-10-30 18:13:13,2944.45435,7.905,19.2,0.00,19.2
2024-10-30 18:13:23,2954.45958,7.905,19.2,0.00,19.2
2024-10-30 18:13:33,2964.45281,7.905,19.2,0.00,19.2
2024-10-30 18:13:43,2974.48054,7.905,19.2,0.00,19.2
2024-10-30 18:13:53,2984.48753,7.905,19.2,0.00,19.2
2024-10-30 18:14:03,2994.49896,7.905,19.2,0.00,19.2
2024-10-30 18:14:12,3003.39161,7.905,19.2,0.00,19.2
2024-10-30 18:14:33,3024.5356,7.905,19.2,0.00,19.2
2024-10-30 18:14:43,3034.52853,7.905,19.2,0.00,19.2
2024-10-30 18:14:53,3044.54751,7.909,19.2,0.00,19.2
2024-10-30 18:15:02,3053.43963,7.913,19.2,0.00,19.2
2024-10-30 18:15:13,3064.55606,7.909,19.2,0.00,19.2
2024-10-30 18:15:23,3074.5715,7.907,19.2,0.00,19.2
2024-10-30 18:15:32,3083.46161,7.907,19.2,0.00,19.2
2024-10-30 18:15:43,3094.58635,7.907,19.2,0.00,19.2
2024-10-30 18:15:53,3104.58738,7.907,19.2,0.00,19.2
2024-10-30 18:16:03,3114.59749,7.907,19.2,0.00,19.2
2024-10-30 18:16:23,3134.60074,8.136,19.2,0.00,19.2
2024-10-30 18:16:33,3144.60371,8.175,19.2,0.00,19.2
2024-10-30 18:16:43,3154.59626,8.079,19.2,0.00,19.2
2024-10-30 18:16:53,3164.61158,8.018,19.2,0.00,19.2
2024-10-30 18:17:03,3174.6137,8.053,19.2,0.00,19.2
2024-10-30 18:17:13,3184.63089,8.158,19.2,0.00,19.2
2024-10-30 18:17:23,3194.63045,8.143,19.2,0.00,19.2
2024-10-30 18:17:33,3204.6447,8.237,19.2,0.00,19.2
2024-10-30 18:17:42,3213.52146,8.215,19.2,0.00,19.2
2024-10-30 18:17:53,3224.65374,8.298,19.2,0.00,19.2
2024-10-30 18:18:03,3234.67274,8.422,19.2,0.00,19.2
2024-10-30 18:18:13,3244.67744,8.531,19.2,0.00,19.2
2024-10-30 18:18:23,3254.68387,8.777,19.2,0.00,19.2
2024-10-30 18:18:33,3264.69781,8.577,19.2,0.00,19.2
2024-10-30 18:18:43,3274.70269,8.478,19.2,0.00,19.2
2024-10-30 18:19:03,3294.72542,8.570,19.2,0.00,19.2
2024-10-30 18:19:12,3303.61693,8.603,19.2,0.00,19.2
2024-10-30 18:19:33,3324.7637,8.596,19.2,0.00,19.2
2024-10-30 18:19:43,3334.76943,8.611,19.2,0.00,19.2
2024-10-30 18:19:54,3345.11293,8.797,19.2,0.00,19.2
2024-10-30 18:20:03,3354.806,8.945,19.2,0.00,19.2
2024-10-30 18:20:13,3364.80011,8.932,19.2,0.00,19.2
2024-10-30 18:20:23,3374.80497,8.936,19.2,0.00,19.2
2024-10-30 18:20:33,3384.80959,8.950,19.2,0.00,19.2
2024-10-30 18:20:43,3394.83053,9.056,19.2,0.00,19.2
2024-10-30 18:20:53,3404.84106,9.126,19.2,0.00,19.2
2024-10-30 18:21:03,3414.87146,9.041,19.2,0.00,19.2
2024-10-30 18:21:13,3424.86941,9.211,19.2,0.00,19.2
2024-10-30 18:21:23,3434.87142,9.421,19.2,0.00,19.2
2024-10-30 18:21:34,3444.99157,9.732,19.2,0.00,19.2
2024-10-30 18:21:44,3454.89153,9.813,19.2,0.00,19.2
2024-10-30 18:21:54,3464.94745,9.741,19.2,0.00,19.2
2024-10-30 18:22:04,3475.14599,9.630,19.2,0.00,19.2
2024-10-30 18:22:24,3494.97738,9.575,19.1,0.00,19.1
2024-10-30 18:22:34,3504.92627,9.525,19.1,0.00,19.1
2024-10-30 18:22:44,3514.92737,9.542,19.1,0.00,19.1
2024-10-30 18:22:54,3524.935,9.588,19.1,0.00,19.1
2024-10-30 18:23:04,3534.93493,9.473,19.1,0.00,19.1
2024-10-30 18:23:14,3544.93946,9.314,19.1,0.00,19.1
2024-10-30 18:23:24,3554.94738,9.313,19.1,0.00,19.1
2024-10-30 18:23:34,3565.29737,9.328,19.1,0.00,19.1
2024-10-30 18:23:44,3575.00127,9.429,19.1,0.00,19.1
2024-10-30 18:23:54,3584.98651,9.290,19.1,0.00,19.1
2024-10-30 18:24:04,3594.98724,9.303,19.1,0.00,19.1
2024-10-30 18:24:14,3605.10358,9.281,19.1,0.00,19.1
2024-10-30 18:24:24,3614.99937,9.296,19.1,0.00,19.1
2024-10-30 18:24:34,3625.00047,9.270,19.1,0.00,19.1
2024-10-30 18:24:44,3635.00492,9.246,19.1,0.00,19.1
2024-10-30 18:24:54,3645.02355,9.228,19.1,0.00,19.1
2024-10-30 18:25:04,3655.03832,9.204,19.1,0.00,19.1
2024-10-30 18:25:14,3665.03784,9.261,19.1,0.00,19.1
2024-10-30 18:25:24,3675.05148,9.241,19.1,0.00,19.1
2024-10-30 18:25:34,3685.06358,9.230,19.1,0.00,19.1
2024-10-30 18:25:44,3695.07731,9.263,19.1,0.00,19.1
2024-10-30 18:25:54,3705.08581,9.293,19.1,0.00,19.1
2024-10-30 18:26:04,3715.0803,9.294,19.1,0.00,19.1
2024-10-30 18:26:14,3725.17561,9.259,19.1,0.00,19.1
2024-10-30 18:26:24,3735.39143,9.251,19.1,0.00,19.1
2024-10-30 18:26:34,3745.11835,9.257,19.1,0.00,19.1
2024-10-30 18:26:44,3755.20635,9.251,19.1,0.00,19.1
2024-10-30 18:26:54,3765.14828,9.237,19.1,0.00,19.1
2024-10-30 18:27:04,3775.16432,9.196,19.1,0.00,19.1
2024-10-30 18:27:14,3785.15539,9.154,19.1,0.00,19.1
2024-10-30 18:27:24,3795.16611,9.058,19.1,0.00,19.1
2024-10-30 18:27:34,3805.21269,8.967,19.1,0.00,19.1
2024-10-30 18:27:44,3815.17483,8.920,19.1,0.00,19.1
2024-10-30 18:27:54,3825.19431,8.858,19.1,0.00,19.1
2024-10-30 18:28:04,3835.34575,8.812,19.1,0.00,19.1
2024-10-30 18:28:14,3845.20321,8.812,19.1,0.00,19.1
2024-10-30 18:28:34,3865.22262,8.758,19.1,0.00,19.1
2024-10-30 18:28:44,3875.23138,8.750,19.1,0.00,19.1
2024-10-30 18:28:54,3885.23346,8.744,19.1,0.00,19.1
2024-10-30 18:29:04,3895.32609,8.733,19.1,0.00,19.1
2024-10-30 18:29:14,3905.53376,8.727,19.1,0.00,19.1
2024-10-30 18:29:24,3915.4261,8.702,19.1,0.00,19.1
2024-10-30 18:29:34,3925.26351,8.672,19.1,0.00,19.1
2024-10-30 18:29:44,3935.2775,8.661,19.1,0.00,19.1
2024-10-30 18:29:54,3945.37695,8.647,19.1,0.00,19.1
2024-10-30 18:30:04,3955.29615,8.630,19.1,0.00,19.1
2024-10-30 18:30:14,3965.30721,8.610,19.1,0.00,19.1
2024-10-30 18:30:23,3974.19608,8.587,19.1,0.00,19.1
2024-10-30 18:30:34,3985.32081,8.563,19.1,0.00,19.1
2024-10-30 18:30:44,3995.32137,8.537,19.1,0.00,19.1
2024-10-30 18:30:54,4005.34818,8.512,19.1,0.00,19.1
2024-10-30 18:31:04,4015.3554,8.485,19.1,0.00,19.1
2024-10-30 18:31:14,4025.36242,8.454,19.1,0.00,19.1
2024-10-30 18:31:24,4035.35475,8.431,19.1,0.00,19.1
2024-10-30 18:31:33,4044.25771,8.405,19.1,0.00,19.1
2024-10-30 18:31:44,4055.39236,8.377,19.1,0.00,19.1
2024-10-30 18:31:54,4065.39762,8.354,19.1,0.00,19.1
2024-10-30 18:32:04,4075.40918,8.333,19.1,0.00,19.1
2024-10-30 18:32:14,4085.41604,8.311,19.1,0.00,19.1
2024-10-30 18:32:24,4095.41472,8.293,19.1,0.00,19.1
2024-10-30 18:32:34,4105.42445,8.275,19.1,0.00,19.1
2024-10-30 18:32:44,4115.43588,8.256,19.1,0.00,19.1
2024-10-30 18:32:54,4125.44847,8.240,19.1,0.00,19.1
2024-10-30 18:33:04,4135.45817,8.224,19.1,0.00,19.1
2024-10-30 18:33:14,4145.46301,8.207,19.1,0.00,19.1
2024-10-30 18:33:24,4155.46813,8.191,19.1,0.00,19.1
2024-10-30 18:33:33,4164.35815,8.178,19.1,0.00,19.1
2024-10-30 18:33:44,4175.4843,8.162,19.1,0.00,19.1
2024-10-30 18:33:54,4185.50017,8.151,19.1,0.00,19.1
2024-10-30 18:34:04,4195.50354,8.138,19.1,0.00,19.1
2024-10-30 18:34:14,4205.52115,8.124,19.1,0.00,19.1
