Timestamp,Relative Time (s),pH Value,pH Temperature (C),Conductivity Value,Conductivity Temperature (C)
2024-10-31 17:16:38,942.70253,7.221,19.3,0.00,19.3
2024-10-31 17:16:48,952.70122,7.220,19.3,0.00,19.3
2024-10-31 17:16:59,962.71389,7.216,19.3,0.00,19.3
2024-10-31 17:17:09,972.71778,7.214,19.3,0.00,19.3
2024-10-31 17:17:19,982.71531,7.214,19.3,0.00,19.3
2024-10-31 17:17:29,992.73419,7.212,19.3,0.00,19.3
2024-10-31 17:17:39,1002.74875,7.212,19.3,0.00,19.3
2024-10-31 17:17:49,1012.75737,7.211,19.3,0.00,19.3
2024-10-31 17:17:59,1022.91109,7.210,19.3,0.00,19.3
2024-10-31 17:18:09,1032.76629,7.210,19.3,0.00,19.3
2024-10-31 17:18:19,1042.78623,7.210,19.3,0.00,19.3
2024-10-31 17:18:29,1052.79881,7.209,19.3,0.00,19.3
2024-10-31 17:18:39,1062.7957,7.209,19.3,0.00,19.3
2024-10-31 17:18:49,1072.82466,7.209,19.3,0.00,19.3
2024-10-31 17:18:59,1082.8307,7.209,19.3,0.00,19.3
2024-10-31 17:19:09,1092.83394,7.217,19.3,0.00,19.3
2024-10-31 17:19:19,1102.8312,7.225,19.3,0.00,19.3
2024-10-31 17:19:29,1112.83975,7.221,19.3,0.00,19.3
2024-10-31 17:19:39,1122.85625,7.220,19.3,0.00,19.3
2024-10-31 17:19:49,1132.8685,7.218,19.3,0.00,19.3
2024-10-31 17:19:59,1142.88297,7.217,19.3,0.00,19.3
2024-10-31 17:20:08,1151.76256,7.216,19.3,0.00,19.3
2024-10-31 17:20:19,1162.87556,7.216,19.3,0.00,19.3
2024-10-31 17:20:29,1172.88574,7.216,19.3,0.00,19.3
2024-10-31 17:20:39,1182.89038,7.215,19.3,0.00,19.3
2024-10-31 17:20:59,1202.91462,7.214,19.3,0.00,19.3
2024-10-31 17:21:09,1212.94233,7.214,19.3,0.00,19.3
2024-10-31 17:21:19,1222.95281,7.214,19.3,0.00,19.3
2024-10-31 17:21:29,1232.95769,7.214,19.3,0.00,19.3
2024-10-31 17:21:49,1252.96762,7.212,19.4,0.00,19.4
2024-10-31 17:21:59,1262.96739,7.229,19.4,0.00,19.4
2024-10-31 17:22:09,1272.9722,7.231,19.4,0.00,19.4
2024-10-31 17:22:19,1282.97903,7.226,19.4,0.00,19.4
2024-10-31 17:22:29,1292.99115,7.224,19.3,0.00,19.3
2024-10-31 17:22:39,1303.01131,7.223,19.3,0.00,19.3
2024-10-31 17:22:49,1313.02057,7.223,19.3,0.00,19.3
2024-10-31 17:22:58,1321.91772,7.223,19.3,0.00,19.3
2024-10-31 17:23:09,1333.04648,7.222,19.3,0.00,19.3
2024-10-31 17:23:19,1343.12992,7.222,19.3,0.00,19.3
2024-10-31 17:23:29,1353.06876,7.222,19.3,0.00,19.3
2024-10-31 17:23:39,1363.06626,7.221,19.3,0.00,19.3
2024-10-31 17:23:49,1373.07068,7.220,19.3,0.00,19.3
2024-10-31 17:23:59,1383.07417,7.220,19.3,0.00,19.3
2024-10-31 17:24:09,1393.08071,7.220,19.3,0.00,19.3
2024-10-31 17:24:19,1403.09386,7.220,19.3,0.00,19.3
2024-10-31 17:24:29,1413.10253,7.220,19.3,0.00,19.3
2024-10-31 17:24:39,1423.1115,7.220,19.3,0.00,19.3
2024-10-31 17:24:49,1433.11925,7.235,19.3,0.00,19.3
2024-10-31 17:24:59,1443.11683,7.236,19.3,0.00,19.3
2024-10-31 17:25:09,1453.35462,7.233,19.3,0.00,19.3
2024-10-31 17:25:19,1463.14519,7.231,19.3,0.00,19.3
2024-10-31 17:25:29,1473.19264,7.230,19.3,0.00,19.3
2024-10-31 17:25:39,1483.15457,7.229,19.3,0.00,19.3
2024-10-31 17:25:59,1503.1722,7.229,19.3,0.00,19.3
2024-10-31 17:26:09,1513.18569,7.229,19.3,0.00,19.3
2024-10-31 17:26:29,1533.28215,7.228,19.3,0.00,19.3
2024-10-31 17:26:38,1542.09137,7.227,19.3,0.00,19.3
2024-10-31 17:26:49,1553.21101,7.227,19.3,0.00,19.3
2024-10-31 17:26:59,1563.23333,7.227,19.3,0.00,19.3
2024-10-31 17:27:09,1573.23995,7.227,19.3,0.00,19.3
2024-10-31 17:27:19,1583.24563,7.227,19.3,0.00,19.3
2024-10-31 17:27:29,1593.25201,7.232,19.3,0.00,19.3
2024-10-31 17:27:39,1603.26543,7.241,19.3,0.00,19.3
2024-10-31 17:27:49,1613.26407,7.244,19.3,0.00,19.3
2024-10-31 17:27:59,1623.28851,7.242,19.3,0.00,19.3
2024-10-31 17:28:09,1633.29522,7.240,19.3,0.00,19.3
2024-10-31 17:28:19,1643.28769,7.238,19.3,0.00,19.3
2024-10-31 17:28:29,1653.31963,7.237,19.3,0.00,19.3
2024-10-31 17:28:39,1663.33145,7.236,19.3,0.00,19.3
2024-10-31 17:28:49,1673.3451,7.236,19.3,0.00,19.3
2024-10-31 17:28:58,1682.22509,7.236,19.3,0.00,19.3
2024-10-31 17:29:09,1693.3475,7.236,19.3,0.00,19.3
2024-10-31 17:29:19,1703.35629,7.234,19.3,0.00,19.3
2024-10-31 17:29:29,1713.35144,7.234,19.3,0.00,19.3
2024-10-31 17:29:39,1723.36741,7.234,19.3,0.00,19.3
2024-10-31 17:29:49,1733.38136,7.234,19.3,0.00,19.3
2024-10-31 17:29:59,1743.39032,7.234,19.3,0.00,19.3
2024-10-31 17:30:09,1753.39727,7.233,19.3,0.00,19.3
2024-10-31 17:30:19,1763.41727,7.243,19.4,0.00,19.4
2024-10-31 17:30:29,1773.4293,7.245,19.3,0.00,19.3
2024-10-31 17:30:39,1783.44918,7.245,19.3,0.00,19.3
2024-10-31 17:30:49,1793.44915,7.245,19.4,0.00,19.4
2024-10-31 17:31:09,1813.45645,7.245,19.4,0.00,19.4
2024-10-31 17:31:19,1823.45908,7.244,19.4,0.00,19.4
2024-10-31 17:31:29,1833.46999,7.244,19.4,0.00,19.4
2024-10-31 17:31:39,1843.46224,7.244,19.4,0.00,19.4
2024-10-31 17:31:49,1853.46997,7.244,19.4,0.00,19.4
2024-10-31 17:31:59,1863.47514,7.243,19.4,0.00,19.4
2024-10-31 17:32:09,1873.49986,7.242,19.3,0.00,19.3
2024-10-31 17:32:19,1883.48984,7.242,19.3,0.00,19.3
2024-10-31 17:32:29,1893.50308,7.242,19.3,0.00,19.3
2024-10-31 17:32:39,1903.51299,7.242,19.3,0.00,19.3
2024-10-31 17:32:49,1913.5127,7.257,19.3,0.00,19.3
2024-10-31 17:32:59,1923.52199,7.258,19.3,0.00,19.3
2024-10-31 17:33:09,1933.53515,7.256,19.3,0.00,19.3
2024-10-31 17:33:19,1943.53772,7.255,19.3,0.00,19.3
2024-10-31 17:33:29,1953.55549,7.253,19.3,0.00,19.3
2024-10-31 17:33:39,1963.58883,7.253,19.3,0.00,19.3
2024-10-31 17:33:50,1973.79379,7.253,19.3,0.00,19.3
2024-10-31 17:33:59,1983.58181,7.253,19.4,0.00,19.4
2024-10-31 17:34:09,1993.58736,7.253,19.4,0.00,19.4
2024-10-31 17:34:19,2003.58976,7.251,19.4,0.00,19.4
2024-10-31 17:34:29,2013.59186,7.251,19.4,0.00,19.4
2024-10-31 17:34:39,2023.58838,7.251,19.4,0.00,19.4
2024-10-31 17:34:49,2033.6086,7.251,19.4,0.00,19.4
2024-10-31 17:34:59,2043.61255,7.251,19.3,0.00,19.3
2024-10-31 17:35:09,2053.61833,7.251,19.4,0.00,19.4
2024-10-31 17:35:19,2063.61735,7.251,19.4,0.00,19.4
2024-10-31 17:35:29,2073.63028,7.250,19.4,0.00,19.4
2024-10-31 17:35:39,2083.63793,7.250,19.4,0.00,19.4
2024-10-31 17:35:49,2093.63625,7.255,19.4,0.00,19.4
2024-10-31 17:36:00,2103.8036,7.258,19.4,0.00,19.4
2024-10-31 17:36:09,2113.65008,7.258,19.4,0.00,19.4
2024-10-31 17:36:19,2123.66896,7.259,19.4,0.00,19.4
2024-10-31 17:36:29,2133.672,7.260,19.4,0.00,19.4
2024-10-31 17:36:50,2153.76482,7.258,19.4,0.00,19.4
2024-10-31 17:36:59,2163.7044,7.260,19.4,0.00,19.4
2024-10-31 17:37:10,2173.71699,7.258,19.4,0.00,19.4
2024-10-31 17:37:20,2183.88587,7.258,19.4,0.00,19.4
2024-10-31 17:37:30,2193.72186,7.258,19.4,0.00,19.4
2024-10-31 17:37:40,2203.72578,7.258,19.4,0.00,19.4
2024-10-31 17:37:50,2213.72845,7.258,19.4,0.00,19.4
2024-10-31 17:38:00,2223.75564,7.258,19.4,0.00,19.4
2024-10-31 17:38:10,2233.76432,7.257,19.4,0.00,19.4
2024-10-31 17:38:20,2243.76117,7.257,19.4,0.00,19.4
2024-10-31 17:38:30,2253.77764,7.263,19.4,0.00,19.4
2024-10-31 17:38:40,2263.7876,7.264,19.4,0.00,19.4
2024-10-31 17:38:50,2273.78415,7.264,19.4,0.00,19.4
2024-10-31 17:39:00,2283.79952,7.266,19.4,0.00,19.4
2024-10-31 17:39:10,2293.8141,7.268,19.4,0.00,19.4
2024-10-31 17:39:20,2303.80548,7.267,19.4,0.00,19.4
2024-10-31 17:39:28,2312.69625,7.266,19.4,0.00,19.4
2024-10-31 17:39:40,2323.8165,7.267,19.4,0.00,19.4
2024-10-31 17:39:50,2333.8147,7.268,19.4,0.00,19.4
2024-10-31 17:40:00,2343.83292,7.268,19.4,0.00,19.4
2024-10-31 17:40:20,2363.84153,7.268,19.4,0.00,19.4
2024-10-31 17:40:30,2373.83274,7.268,19.4,0.00,19.4
2024-10-31 17:40:40,2383.85531,7.268,19.4,0.00,19.4
2024-10-31 17:40:50,2393.86682,7.268,19.4,0.00,19.4
2024-10-31 17:40:59,2402.76527,7.268,19.4,0.00,19.4
2024-10-31 17:41:10,2413.9027,7.267,19.4,0.00,19.4
2024-10-31 17:41:20,2423.88809,7.266,19.4,0.00,19.4
2024-10-31 17:41:30,2433.89131,7.268,19.4,0.00,19.4
2024-10-31 17:41:40,2443.90904,7.268,19.4,0.00,19.4
2024-10-31 17:41:50,2453.92257,7.270,19.4,0.00,19.4
2024-10-31 17:42:00,2463.94132,7.271,19.4,0.00,19.4
2024-10-31 17:42:10,2473.94599,7.273,19.4,0.00,19.4
2024-10-31 17:42:20,2483.95904,7.275,19.4,0.00,19.4
2024-10-31 17:42:30,2494.32018,7.276,19.4,0.00,19.4
2024-10-31 17:42:39,2502.84739,7.276,19.4,0.00,19.4
2024-10-31 17:42:50,2513.97233,7.275,19.4,0.00,19.4
2024-10-31 17:43:00,2523.99139,7.274,19.4,0.00,19.4
2024-10-31 17:43:09,2532.86884,7.273,19.4,0.00,19.4
2024-10-31 17:43:20,2543.99374,7.273,19.4,0.00,19.4
2024-10-31 17:43:30,2553.99734,7.273,19.4,0.00,19.4
2024-10-31 17:43:40,2564.002,7.271,19.4,0.00,19.4
2024-10-31 17:43:50,2574.01614,7.271,19.4,0.00,19.4
2024-10-31 17:44:00,2583.99878,7.271,19.4,0.00,19.4
2024-10-31 17:44:10,2594.00459,7.271,19.4,0.00,19.4
2024-10-31 17:44:20,2604.01861,7.272,19.4,0.00,19.4
2024-10-31 17:44:30,2614.03452,7.275,19.4,0.00,19.4
2024-10-31 17:44:40,2624.0431,7.277,19.4,0.00,19.4
2024-10-31 17:44:50,2634.04322,7.279,19.4,0.00,19.4
2024-10-31 17:45:00,2644.06646,7.279,19.4,0.00,19.4
2024-10-31 17:45:10,2654.0797,7.281,19.4,0.00,19.4
2024-10-31 17:45:19,2662.9695,7.281,19.4,0.00,19.4
2024-10-31 17:45:30,2674.09639,7.281,19.4,0.00,19.4
2024-10-31 17:45:40,2684.10186,7.281,19.4,0.00,19.4
2024-10-31 17:45:50,2694.10429,7.281,19.4,0.00,19.4
2024-10-31 17:46:00,2704.11338,7.281,19.4,0.00,19.4
2024-10-31 17:46:10,2714.11182,7.280,19.4,0.00,19.4
2024-10-31 17:46:20,2724.10278,7.281,19.4,0.00,19.4
2024-10-31 17:46:30,2734.11733,7.279,19.4,0.00,19.4
2024-10-31 17:46:40,2744.11942,7.279,19.4,0.00,19.4
2024-10-31 17:46:50,2754.13271,7.279,19.4,0.00,19.4
2024-10-31 17:47:10,2774.20415,7.281,19.4,0.00,19.4
2024-10-31 17:47:20,2784.15046,7.284,19.4,0.00,19.4
2024-10-31 17:47:30,2794.1626,7.285,19.4,0.00,19.4
2024-10-31 17:47:39,2803.05499,7.287,19.4,0.00,19.4
2024-10-31 17:47:50,2814.17922,7.288,19.4,0.00,19.4
2024-10-31 17:48:00,2824.20032,7.288,19.4,0.00,19.4
2024-10-31 17:48:09,2833.07794,7.288,19.4,0.00,19.4
2024-10-31 17:48:20,2844.20687,7.288,19.4,0.00,19.4
2024-10-31 17:48:30,2854.20912,7.288,19.4,0.00,19.4
2024-10-31 17:48:40,2864.22221,7.288,19.4,0.00,19.4
2024-10-31 17:48:50,2874.23538,7.288,19.4,0.00,19.4
2024-10-31 17:49:00,2884.24704,7.288,19.4,0.00,19.4
2024-10-31 17:49:10,2894.24355,7.288,19.4,0.00,19.4
2024-10-31 17:49:20,2904.27008,7.288,19.4,0.00,19.4
2024-10-31 17:49:30,2914.27375,7.288,19.4,0.00,19.4
2024-10-31 17:49:40,2924.6089,7.289,19.4,0.00,19.4
2024-10-31 17:49:50,2934.31363,7.290,19.4,0.00,19.4
2024-10-31 17:50:00,2944.28884,7.292,19.4,0.00,19.4
2024-10-31 17:50:10,2954.30288,7.293,19.4,0.00,19.4
2024-10-31 17:50:20,2964.30655,7.294,19.4,0.00,19.4
2024-10-31 17:50:30,2974.3065,7.295,19.4,0.00,19.4
2024-10-31 17:50:40,2984.3203,7.296,19.4,0.00,19.4
2024-10-31 17:50:50,2994.31347,7.297,19.4,0.00,19.4
2024-10-31 17:51:00,3004.34355,7.297,19.4,0.00,19.4
2024-10-31 17:51:20,3024.45906,7.298,19.4,0.00,19.4
2024-10-31 17:51:30,3034.36961,7.298,19.4,0.00,19.4
2024-10-31 17:51:40,3044.3834,7.299,19.4,0.00,19.4
2024-10-31 17:51:50,3054.39726,7.299,19.4,0.00,19.4
2024-10-31 17:52:00,3064.40212,7.299,19.4,0.00,19.4
2024-10-31 17:52:10,3074.40523,7.299,19.4,0.00,19.4
2024-10-31 17:52:20,3084.41322,7.299,19.4,0.00,19.4
2024-10-31 17:52:30,3094.42173,7.301,19.4,0.00,19.4
2024-10-31 17:52:40,3104.4295,7.304,19.4,0.00,19.4
2024-10-31 17:52:50,3114.44511,7.306,19.4,0.00,19.4
2024-10-31 17:53:00,3124.46934,7.307,19.4,0.00,19.4
2024-10-31 17:53:10,3134.45606,7.309,19.4,0.00,19.4
2024-10-31 17:53:20,3144.46704,7.310,19.4,0.00,19.4
2024-10-31 17:53:30,3154.46502,7.310,19.4,0.00,19.4
2024-10-31 17:53:40,3164.47407,7.311,19.4,0.00,19.4
2024-10-31 17:53:50,3174.47496,7.312,19.4,0.00,19.4
2024-10-31 17:53:59,3183.36438,7.313,19.4,0.00,19.4
2024-10-31 17:54:10,3194.4939,7.314,19.4,0.00,19.4
2024-10-31 17:54:20,3204.48653,7.314,19.4,0.00,19.4
2024-10-31 17:54:30,3214.50688,7.315,19.4,0.00,19.4
2024-10-31 17:54:50,3234.52388,7.316,19.4,0.00,19.4
2024-10-31 17:55:00,3244.53905,7.316,19.4,0.00,19.4
2024-10-31 17:55:20,3264.55481,7.316,19.4,0.00,19.4
2024-10-31 17:55:29,3273.44672,7.317,19.4,0.00,19.4
2024-10-31 17:55:40,3284.57376,7.319,19.4,0.00,19.4
2024-10-31 17:55:51,3294.74014,7.321,19.4,0.00,19.4
2024-10-31 17:56:00,3304.58112,7.322,19.3,0.00,19.3
2024-10-31 17:56:20,3324.67884,7.323,19.3,0.00,19.3
2024-10-31 17:56:30,3334.62977,7.325,19.3,0.00,19.3
2024-10-31 17:56:40,3344.65653,7.325,19.3,0.00,19.3
2024-10-31 17:56:50,3354.65091,7.325,19.3,0.00,19.3
2024-10-31 17:57:00,3364.66501,7.325,19.3,0.00,19.3
2024-10-31 17:57:10,3374.67545,7.325,19.3,0.00,19.3
2024-10-31 17:57:20,3384.6823,7.325,19.3,0.00,19.3
2024-10-31 17:57:30,3394.68473,7.325,19.3,0.00,19.3
2024-10-31 17:57:40,3404.68846,7.325,19.3,0.00,19.3
2024-10-31 17:57:51,3414.70987,7.325,19.3,0.00,19.3
2024-10-31 17:58:01,3424.71442,7.326,19.3,0.00,19.3
2024-10-31 17:58:11,3434.72561,7.327,19.3,0.00,19.3
2024-10-31 17:58:21,3444.72975,7.327,19.3,0.00,19.3
2024-10-31 17:58:31,3454.89329,7.329,19.3,0.00,19.3
2024-10-31 17:58:41,3464.7475,7.331,19.3,0.00,19.3
2024-10-31 17:58:51,3474.76222,7.332,19.3,0.00,19.3
2024-10-31 17:59:01,3484.77617,7.334,19.3,0.00,19.3
2024-10-31 17:59:11,3494.79055,7.335,19.3,0.00,19.3
2024-10-31 17:59:21,3504.80412,7.336,19.3,0.00,19.3
2024-10-31 17:59:31,3514.80578,7.336,19.3,0.00,19.3
2024-10-31 17:59:41,3524.8141,7.336,19.3,0.00,19.3
2024-10-31 17:59:51,3534.82303,7.336,19.3,0.00,19.3
2024-10-31 18:00:01,3545.04043,7.336,19.3,0.00,19.3
2024-10-31 18:00:11,3554.84061,7.336,19.3,0.00,19.3
2024-10-31 18:00:21,3564.85201,7.337,19.3,0.00,19.3
2024-10-31 18:00:31,3574.86513,7.336,19.3,0.00,19.3
2024-10-31 18:00:41,3584.8708,7.338,19.3,0.00,19.3
2024-10-31 18:00:51,3594.88563,7.338,19.3,0.00,19.3
2024-10-31 18:01:01,3604.89204,7.340,19.3,0.00,19.3
2024-10-31 18:01:11,3614.89813,7.340,19.3,0.00,19.3
2024-10-31 18:01:21,3624.8881,7.341,19.3,0.00,19.3
2024-10-31 18:01:31,3634.91805,7.342,19.3,0.00,19.3
2024-10-31 18:01:41,3644.91708,7.342,19.3,0.00,19.3
2024-10-31 18:01:51,3654.93084,7.342,19.3,0.00,19.3
2024-10-31 18:02:01,3664.9436,7.343,19.3,0.00,19.3
2024-10-31 18:02:11,3674.95633,7.343,19.3,0.00,19.3
2024-10-31 18:02:21,3684.95862,7.345,19.3,0.00,19.3
2024-10-31 18:02:31,3694.96384,7.345,19.3,0.00,19.3
2024-10-31 18:02:41,3704.97008,7.345,19.3,0.00,19.3
2024-10-31 18:02:50,3713.84565,7.345,19.3,0.00,19.3
2024-10-31 18:03:01,3724.98692,7.345,19.3,0.00,19.3
2024-10-31 18:03:11,3734.99106,7.345,19.3,0.00,19.3
2024-10-31 18:03:21,3745.00683,7.345,19.3,0.00,19.3
2024-10-31 18:03:31,3755.01551,7.347,19.3,0.00,19.3
2024-10-31 18:03:41,3765.02041,7.349,19.3,0.00,19.3
2024-10-31 18:03:51,3775.0225,7.349,19.3,0.00,19.3
2024-10-31 18:04:01,3785.01465,7.351,19.3,0.00,19.3
2024-10-31 18:04:11,3795.03548,7.352,19.3,0.00,19.3
2024-10-31 18:04:21,3805.0313,7.354,19.3,0.00,19.3
2024-10-31 18:04:31,3815.22329,7.354,19.3,0.00,19.3
2024-10-31 18:04:41,3825.05548,7.354,19.3,0.00,19.3
2024-10-31 18:04:51,3835.05771,7.356,19.3,0.00,19.3
2024-10-31 18:05:01,3845.07512,7.356,19.3,0.00,19.3
2024-10-31 18:05:11,3855.06432,7.358,19.3,0.00,19.3
2024-10-31 18:05:21,3865.07653,7.358,19.3,0.00,19.3
2024-10-31 18:05:31,3875.0989,7.358,19.3,0.00,19.3
2024-10-31 18:05:41,3885.11134,7.358,19.3,0.00,19.3
2024-10-31 18:05:51,3895.11875,7.358,19.3,0.00,19.3
2024-10-31 18:06:01,3905.13326,7.358,19.3,0.00,19.3
2024-10-31 18:06:11,3915.1385,7.361,19.3,0.00,19.3
2024-10-31 18:06:21,3925.14,7.363,19.3,0.00,19.3
2024-10-31 18:06:31,3935.15526,7.364,19.3,0.00,19.3
2024-10-31 18:06:41,3945.16736,7.365,19.3,0.00,19.3
2024-10-31 18:06:51,3955.18211,7.367,19.3,0.00,19.3
2024-10-31 18:07:01,3965.18835,7.367,19.2,0.00,19.2
2024-10-31 18:07:11,3975.50359,7.367,19.2,0.00,19.2
2024-10-31 18:07:21,3985.21214,7.368,19.2,0.00,19.2
2024-10-31 18:07:31,3995.19984,7.369,19.2,0.00,19.2
2024-10-31 18:07:41,4005.21493,7.369,19.2,0.00,19.2
2024-10-31 18:07:51,4015.21566,7.370,19.2,0.00,19.2
2024-10-31 18:08:01,4025.22083,7.371,19.2,0.00,19.2
2024-10-31 18:08:11,4035.24503,7.371,19.2,0.00,19.2
2024-10-31 18:08:21,4045.25976,7.371,19.2,0.00,19.2
2024-10-31 18:08:31,4055.27321,7.371,19.2,0.00,19.2
2024-10-31 18:08:41,4065.28494,7.371,19.2,0.00,19.2
2024-10-31 18:08:51,4075.48178,7.372,19.2,0.00,19.2
2024-10-31 18:09:01,4085.29076,7.376,19.2,0.00,19.2
2024-10-31 18:09:11,4095.31075,7.377,19.2,0.00,19.2
2024-10-31 18:09:20,4104.1896,7.377,19.2,0.00,19.2
2024-10-31 18:09:31,4115.33373,7.378,19.2,0.00,19.2
2024-10-31 18:09:41,4125.34607,7.379,19.2,0.00,19.2
2024-10-31 18:09:51,4135.36031,7.379,19.2,0.00,19.2
2024-10-31 18:10:01,4145.36592,7.380,19.2,0.00,19.2
2024-10-31 18:10:11,4155.39454,7.381,19.2,0.00,19.2
2024-10-31 18:10:21,4165.37819,7.382,19.2,0.00,19.2
2024-10-31 18:10:31,4175.38344,7.382,19.2,0.00,19.2
